"","ymd","state","id","region","var","value","var2","lty"
"138",2021-11-09,"South","regional","South","hosp_case",9.11398180415127,"New admission:New case ratio",FALSE
"139",2021-11-16,"South","regional","South","hosp_case",8.67322497912836,"New admission:New case ratio",FALSE
"140",2021-11-23,"South","regional","South","hosp_case",8.49653671351284,"New admission:New case ratio",FALSE
"141",2021-11-30,"South","regional","South","hosp_case",9.92132930946681,"New admission:New case ratio",FALSE
"142",2021-12-07,"South","regional","South","hosp_case",7.79764736510717,"New admission:New case ratio",FALSE
"143",2021-12-14,"South","regional","South","hosp_case",8.04706835091773,"New admission:New case ratio",FALSE
"144",2021-12-21,"South","regional","South","hosp_case",5.63597844920707,"New admission:New case ratio",FALSE
"145",2021-12-28,"South","regional","South","hosp_case",4.01547129484216,"New admission:New case ratio",FALSE
"146",2022-01-04,"South","regional","South","hosp_case",3.16631145957467,"New admission:New case ratio",FALSE
"147",2022-01-11,"South","regional","South","hosp_case",3.2589858645409,"New admission:New case ratio",FALSE
"148",2022-01-18,"South","regional","South","hosp_case",3.15947332558534,"New admission:New case ratio",FALSE
"149",2022-01-25,"South","regional","South","hosp_case",3.6605368049205,"New admission:New case ratio",FALSE
"150",2022-02-01,"South","regional","South","hosp_case",4.59518913882695,"New admission:New case ratio",FALSE
"151",2022-02-08,"South","regional","South","hosp_case",5.58089162731065,"New admission:New case ratio",FALSE
"152",2022-02-15,"South","regional","South","hosp_case",7.24382316757594,"New admission:New case ratio",FALSE
"153",2022-02-22,"South","regional","South","hosp_case",8.01863768796807,"New admission:New case ratio",FALSE
"154",2022-03-01,"South","regional","South","hosp_case",8.99567975327341,"New admission:New case ratio",FALSE
"155",2022-03-08,"South","regional","South","hosp_case",9.16540367283034,"New admission:New case ratio",FALSE
"156",2022-03-15,"South","regional","South","hosp_case",7.79548809470215,"New admission:New case ratio",FALSE
"157",2022-03-22,"South","regional","South","hosp_case",6.85663944142186,"New admission:New case ratio",FALSE
"158",2022-03-29,"South","regional","South","hosp_case",5.8216991492965,"New admission:New case ratio",FALSE
"159",2022-04-05,"South","regional","South","hosp_case",6.12224002942018,"New admission:New case ratio",FALSE
"160",2022-04-12,"South","regional","South","hosp_case",6.00357071548728,"New admission:New case ratio",FALSE
"161",2022-04-19,"South","regional","South","hosp_case",5.37422603828297,"New admission:New case ratio",FALSE
"162",2022-04-26,"South","regional","South","hosp_case",4.88244848890387,"New admission:New case ratio",FALSE
"163",2022-05-03,"South","regional","South","hosp_case",4.60962935744466,"New admission:New case ratio",FALSE
"164",2022-05-10,"South","regional","South","hosp_case",4.06833659036587,"New admission:New case ratio",FALSE
"165",2022-05-17,"South","regional","South","hosp_case",3.82486118492716,"New admission:New case ratio",FALSE
"166",2022-05-24,"South","regional","South","hosp_case",3.79967064337781,"New admission:New case ratio",FALSE
"167",2022-05-31,"South","regional","South","hosp_case",4.10271364766932,"New admission:New case ratio",FALSE
"168",2022-06-07,"South","regional","South","hosp_case",4.29864778028304,"New admission:New case ratio",FALSE
"169",2022-06-14,"South","regional","South","hosp_case",4.54153312039511,"New admission:New case ratio",FALSE
"170",2022-06-21,"South","regional","South","hosp_case",4.98826073226003,"New admission:New case ratio",FALSE
"171",2022-06-28,"South","regional","South","hosp_case",5.21531246062026,"New admission:New case ratio",FALSE
"172",2021-06-01,"West","regional","West","hosp_case",11.4483587152397,"New admission:New case ratio",FALSE
"173",2021-06-08,"West","regional","West","hosp_case",11.7357436250733,"New admission:New case ratio",FALSE
"174",2021-06-15,"West","regional","West","hosp_case",11.620078721089,"New admission:New case ratio",FALSE
"175",2021-06-22,"West","regional","West","hosp_case",12.4317461437437,"New admission:New case ratio",FALSE
"176",2021-06-29,"West","regional","West","hosp_case",12.294028083883,"New admission:New case ratio",FALSE
"177",2021-07-06,"West","regional","West","hosp_case",12.7905247850416,"New admission:New case ratio",FALSE
"178",2021-07-13,"West","regional","West","hosp_case",10.4486441265319,"New admission:New case ratio",FALSE
"179",2021-07-20,"West","regional","West","hosp_case",7.9503641224495,"New admission:New case ratio",FALSE
"180",2021-07-27,"West","regional","West","hosp_case",7.15080532175302,"New admission:New case ratio",FALSE
"181",2021-08-03,"West","regional","West","hosp_case",6.82832968965845,"New admission:New case ratio",FALSE
