v1,date,geoid,state,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k,sumlev,region,division,v14,popestimate2019,popest18plus2019,pcnt_popest18plus,abbr,ymd,year,weekx,year_wk,outcome,month,v25,weeky,agegroup,vaccineproduct,vaccinatedwithoutcome,fullyvaccinatedpopulation,unvaccinatedwithoutcome,unvaccinatedpopulation,crudevaxir,crudeunvaxir,crudeirr,ageadjustedvaxir,ageadjustedunvaxir,ageadjustedirr,continuitycorrection,perc_vax,statey,totaltests,postests,testpos,usa_or_hhsregion,dominant,a25,ay1,ay2,ay3,b11194,b11529,b117,b1351,b1427,b1429,b1525,b1526,b16171,b16172,b16173,b1621,b16211,b1626,b1628,b1637,ba2,ba2121,ba4,ba5,other,p1,admits_avg,admits_confirmed_avg,admits_suspected_avg,perc_covid,hosped_avg,factor,factor_count,factor_avg1,factor_avg2,c19factor,num_factor,denom_factor,admits_confirmed_100k,admits_metric,admits_100k,statewide,cdc_flag_1,cdc_flag_2,cdc_flag,cdc_flag_alt,cdc_flag_inc_susp,deaths_17_lag,deaths_21_lag,deaths_07_days_ago,deaths_12_lag_100k,deaths_13_lag_100k,deaths_14_lag_100k,deaths_15_lag_100k,deaths_16_lag_100k,deaths_17_lag_100k,deaths_18_lag_100k,deaths_19_lag_100k,deaths_20_lag_100k,deaths_21_lag_100k,deaths_22_lag_100k,deaths_23_lag_100k,deaths_24_lag_100k,deaths_25_lag_100k,deaths_26_lag_100k,cases_lag_00,cases_lag_01,cases_lag_02,cases_lag_03,cases_lag_04,cases_lag_05,cases_lag_06,cases_lag_07,cases_lag_08,cases_lag_09,cases_lag_10,cases_lag_11,cases_lag_12,cases_lag_13,cases_lag_14,cases_lag_15,cases_lag_16,cases_lag_17,cases_lag_18,cases_lag_19,cases_lag_20,cases_lag_21,cases_lag_22,cases_lag_23,cases_lag_24,cases_lag_25,cases_lag_26,cases_lag_27,cases_lag_28,cases_lag_29,cases_lag_30,cases_lag_31,cases_lag_32,cases_lag_33,cases_lag_34,cases_lag_35,cases_lag_36,cases_lag_37,cases_lag_38,cases_lag_39,cases_lag_40,cases_lag_41,cases_lag_42,cases_lag_43,cases_lag_44,cases_lag_45,cases_lag_46,cases_lag_47,cases_lag_48,cases_lag_49,cases_lag_50,cases_lag_51,admits_7_lag,admits_7d_ago,admits_21d_ago,dotw,cases_yesterday,admits_yesterday,perc_yesterday,check_bound,check_bound2,chk,cases_deconvolved1,cases_deconvolved2,date2,dayofweek,fips,lastdate,deathslag00,iszekelag00,deathslag07,iszekelag07,deathslag14,iszekelag14,deathslag21,iszekelag21,deathslag28,iszekelag28,deathslag35,iszekelag35,deathslag42,iszekelag42,deathslag49,iszekelag49,deathslag56,iszekelag56,deathslag63,iszekelag63,deathslag70,iszekelag70,deathslag77,iszekelag77,deathslag84,iszekelag84,admitsweekly,casesweekly,percentc19,cdcorange,cdcalt2,cdcalt3,newepoch,newonepoch,newoffepoch,triggeron,epochnum,onepochnum,offepochnum,cmtrigger,triggeroff,numhigheps,twomoper,triggeronstrict,cmtriggerstrict,triggeroffstrict,triggeron2,cmtrigger2,triggeroff2,triggeron3,cmtrigger3,triggeroff3,orphanalt2,orphanalt3,lagcdc2,lagcdc3,zekelagcdc,zekelagalt1,zekelagalt2
9222,2022-03-02,USA-13,Georgia,1303,1267,11.88,66,70.43,.66000003,40,3,5,13,10617423,8113542,76.400002,GA,2022-03-02,2022,9,2022-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,152.571428571429,117.428571428571,.083148882,1564.71428571429,0.788740920096852,FALSE,0.804125981939652,0.804125981939652,.804125981939652,1303,1652,1.43699114720614,1.43699114720614,2.54298995151648,NA,FALSE,FALSE,FALSE,TRUE,FALSE,43.57,40.57,86.43,0.52,0.45,0.44,0.41,0.41,0.41,0.41,0.42,0.42,0.38,0.35,0.34,0.34,0.34,0.32,1267,1372.43,1353.14,1537.86,1537.86,1537.86,1730.57,1773.86,1921.43,2141.14,2466,2466,2466,2650.86,3004.14,3320.14,3525.43,4313.86,4313.86,4313.86,4952.71,5366.43,5727.71,6249.71,7560.29,7560.29,7560.29,8962.71,10685.57,11980.14,13134.14,15743.86,15743.86,15743.86,15704,15924,17277,16679.71,15959.57,15959.57,15959.57,16104.71,16297.43,15165.57,16927,19186.14,19186.14,19186.14,20567.29,19198.86,19773.14,17648.1,101,203.857142857143,448,Wednesday,18.02,2.01690049593821,0.120850054864418,FALSE,FALSE,2022-03-02 Georgia,4250.43987853288,3371.08972623251,02mar2022,3,13,22797,4.6200004,1,3.8500001,1,3.0799999,1,2.6599998,1,2.3800001,1,2.73,1,1.8900001,1,2.03,1,1.26,1,1.4,1,.98000002,1,.63,0,.34999999,0,10.058938,83.160004,8.314888,0,1,1,0,,,,5,2,3,2,,2,5,,2,,,0,,,2,1,0,0,,,,,
9229,2022-03-09,USA-13,Georgia,1251,917.71002,8.6099997,75,58.709999,.55000001,40,3,5,13,10617423,8113542,76.400002,GA,2022-03-09,2022,10,2022-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.142857142857,101,93.1428571428571,.058607887,1029.57142857143,0.728251864125932,FALSE,0.759991563851102,0.759991563851102,.759991563851102,879,1207,0.951266611493203,.951266611493203,1.82853086989995,NA,FALSE,FALSE,FALSE,TRUE,FALSE,36.43,36.71,70.43,0.42,0.42,0.38,0.35,0.34,0.34,0.34,0.32,0.33,0.34,0.36,0.36,0.36,0.36,0.39,917.71002,925.14,992.29,1093.86,1093.86,1093.86,1126.86,1267,1372.43,1353.14,1537.86,1537.86,1537.86,1730.57,1773.86,1921.43,2141.14,2466,2466,2466,2650.86,3004.14,3320.14,3525.43,4313.86,4313.86,4313.86,4952.71,5366.43,5727.71,6249.71,7560.29,7560.29,7560.29,8962.71,10685.57,11980.14,13134.14,15743.86,15743.86,15743.86,15704,15924,17277,16679.71,15959.57,15959.57,15959.57,16104.71,16297.43,15165.57,16927,89.2857142857143,152.571428571429,281.285714285714,Wednesday,12.87,1.50830250563491,0.0867750730784317,FALSE,FALSE,2022-03-09 Georgia,2482.88698706612,2024.64885826196,09mar2022,3,13,22797,3.8500001,1,3.0799999,1,2.6599998,1,2.3800001,1,2.73,1,1.8900001,1,2.03,1,1.26,1,1.4,1,.98000002,1,.63,0,.34999999,0,.41999999,0,6.6588664,60.269997,5.8607888,0,1,0,0,,,,5,2,3,2,,2,5,,2,,,0,,,2,,0,0,,,,,
9236,2022-03-16,USA-13,Georgia,1321,862,8.0799999,69,47,.44,40,3,5,13,10617423,8113542,76.400002,GA,2022-03-16,2022,11,2022-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.714285714286,89.2857142857143,86.4285714285714,.040453505,701.714285714286,0.670678336980306,FALSE,0.692904499929468,0.692904499929468,.692904499929468,613,914,0.840935830527938,.840935830527938,1.65496171447898,NA,FALSE,FALSE,FALSE,TRUE,FALSE,38.86,41.29,58.71,0.32,0.33,0.34,0.36,0.36,0.36,0.36,0.39,0.39,0.39,0.37,0.37,0.37,0.37,0.32,862,852,815.57,885.86,885.86,885.86,928.86,917.71,925.14,992.29,1093.86,1093.86,1093.86,1126.86,1267,1372.43,1353.14,1537.86,1537.86,1537.86,1730.57,1773.86,1921.43,2141.14,2466,2466,2466,2650.86,3004.14,3320.14,3525.43,4313.86,4313.86,4313.86,4952.71,5366.43,5727.71,6249.71,7560.29,7560.29,7560.29,8962.71,10685.57,11980.14,13134.14,15743.86,15743.86,15743.86,15704,15924,17277,16679.71,49.8571428571429,101,203.857142857143,Wednesday,8.68,1.02795995923735,0.0618694896739087,FALSE,FALSE,2022-03-16 Georgia,1566.82250241827,1333.48971988107,16mar2022,3,13,22797,3.0799999,1,2.6599998,1,2.3800001,1,2.73,1,1.8900001,1,2.03,1,1.26,1,1.4,1,.98000002,1,.63,0,.34999999,0,.41999999,0,,,5.8865509,56.559998,4.0453506,0,1,0,0,,,,5,2,3,2,,2,5,,2,,,0,,,2,,0,0,,,,,
9243,2022-03-23,USA-13,Georgia,470,618.85999,5.8000002,42,40.57,.38,40,3,5,13,10617423,8113542,76.400002,GA,2022-03-23,2022,12,2022-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.285714285714,49.8571428571429,76.4285714285714,.029507298,508.142857142857,0.592736705577173,FALSE,0.624582967515364,0.624582967515364,.624582967515364,457,771,0.4695785677668,.4695785677668,1.18941963869872,NA,FALSE,FALSE,FALSE,FALSE,FALSE,39.29,28.43,47,0.39,0.39,0.39,0.37,0.37,0.37,0.37,0.32,0.29,0.27,0.26,0.24,0.24,0.24,0.24,618.85999,740.43,838.86,841.71,841.71,841.71,832.86,862,852,815.57,885.86,885.86,885.86,928.86,917.71,925.14,992.29,1093.86,1093.86,1093.86,1126.86,1267,1372.43,1353.14,1537.86,1537.86,1537.86,1730.57,1773.86,1921.43,2141.14,2466,2466,2466,2650.86,3004.14,3320.14,3525.43,4313.86,4313.86,4313.86,4952.71,5366.43,5727.71,6249.71,7560.29,7560.29,7560.29,8962.71,10685.57,11980.14,13134.14,47.4285714285714,89.2857142857143,152.571428571429,Wednesday,7.99,0.858427295802919,0.0425606834152552,FALSE,FALSE,2022-03-23 Georgia,1109.92046805475,1003.68363484462,23mar2022,3,13,22797,2.6599998,1,2.3800001,1,2.73,1,1.8900001,1,2.03,1,1.26,1,1.4,1,.98000002,1,.63,0,.34999999,0,.41999999,0,,,,,3.28705,40.600002,2.9507298,0,0,0,0,,,,5,2,3,2,,2,5,,2,,,0,,,2,,0,0,,,,,
9250,2022-03-30,USA-13,Georgia,8917,535.85999,5.0300002,52,36.709999,.34,40,3,5,13,10617423,8113542,76.400002,GA,2022-03-30,2022,13,2022-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,47.4285714285714,78.5714285714286,.022892676,392.714285714286,0.534920634920635,FALSE,0.584644831986389,0.584644831986389,.5846448319863889,337,630,0.446705113176441,.446705113176441,1.18672864404103,NA,FALSE,FALSE,FALSE,FALSE,FALSE,25.14,31.14,40.57,0.32,0.29,0.27,0.26,0.24,0.24,0.24,0.24,0.24,0.29,0.29,0.29,0.29,0.29,0.29,535.85999,535.86,522.29,519.14,519.14,519.14,577.43,618.86,740.43,838.86,841.71,841.71,841.71,832.86,862,852,815.57,885.86,885.86,885.86,928.86,917.71,925.14,992.29,1093.86,1093.86,1093.86,1126.86,1267,1372.43,1353.14,1537.86,1537.86,1537.86,1730.57,1773.86,1921.43,2141.14,2466,2466,2466,2650.86,3004.14,3320.14,3525.43,4313.86,4313.86,4313.86,4952.71,5366.43,5727.71,6249.71,40.5714285714286,49.8571428571429,101,Wednesday,6.94,0.513979979618676,0.0307336811937598,FALSE,FALSE,2022-03-30 Georgia,899.996276009173,832.575527543865,30mar2022,3,13,22797,2.3800001,1,2.73,1,1.8900001,1,2.03,1,1.26,1,1.4,1,.98000002,1,.63,0,.34999999,0,.41999999,0,,,,,,,3.1269357,35.210003,2.2892675,0,0,0,0,,,,5,2,3,2,,2,5,,2,,,0,,,2,,0,0,,,,,
9257,2022-04-06,USA-13,Georgia,507,788.57001,7.4000001,49,41.290001,.38999999,40,3,5,13,10617423,8113542,76.400002,GA,2022-04-06,2022,14,2022-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.428571428571,40.5714285714286,75.8571428571429,.018001489,306.428571428571,0.486206896551724,FALSE,0.503284842796809,0.503284842796809,.503284842796809,282,580,0.382121241391895,.382121241391895,1.09658032300843,NA,FALSE,FALSE,FALSE,FALSE,FALSE,31.14,18.86,36.71,0.24,0.24,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.18,0.18,0.18,0.18,0.18,0.18,788.57001,800,723.56,885.43,885.43,885.43,870.86,535.86,535.86,522.29,519.14,519.14,519.14,577.43,618.86,740.43,838.86,841.71,841.71,841.71,832.86,862,852,815.57,885.86,885.86,885.86,928.86,917.71,925.14,992.29,1093.86,1093.86,1093.86,1126.86,1267,1372.43,1353.14,1537.86,1537.86,1537.86,1730.57,1773.86,1921.43,2141.14,2466,2466,2466,2650.86,3004.14,3320.14,3525.43,37.2857142857143,47.4285714285714,89.2857142857143,Wednesday,5.03,0.435941134545683,0.0238475150324866,FALSE,FALSE,2022-04-06 Georgia,730.453434674549,688.658529324255,06apr2022,3,13,22797,2.73,1,1.8900001,1,2.03,1,1.26,1,1.4,1,.98000002,1,.63,0,.34999999,0,.41999999,0,,,,,,,,,2.6748488,51.799999,1.800149,0,0,0,0,,,,5,2,3,2,,2,6,,2,,,0,,,2,,0,0,,,,,
9264,2022-04-13,USA-13,Georgia,610,507.14001,4.7600002,30,28.43,.27000001,40,3,5,13,10617423,8113542,76.400002,GA,2022-04-13,2022,15,2022-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,37.2857142857143,85.7142857142857,.016312564,273.428571428571,0.51123595505618,FALSE,0.483455418034857,0.483455418034857,.483455418034857,273,534,0.351174802828467,.351174802828467,1.15847320013529,NA,FALSE,FALSE,FALSE,FALSE,FALSE,18.86,21.29,41.29,0.29,0.29,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.2,0.2,0.2,0.2,0.2,0.2,507.14001,492.43,481.86,401.43,401.43,401.43,457.43,788.57,800,723.56,885.43,885.43,885.43,870.86,535.86,535.86,522.29,519.14,519.14,519.14,577.43,618.86,740.43,838.86,841.71,841.71,841.71,832.86,862,852,815.57,885.86,885.86,885.86,928.86,917.71,925.14,992.29,1093.86,1093.86,1093.86,1126.86,1267,1372.43,1353.14,1537.86,1537.86,1537.86,1730.57,1773.86,1921.43,2141.14,38.4285714285714,40.5714285714286,49.8571428571429,Wednesday,7.5,0.392885220022653,0.0184389455250745,FALSE,FALSE,2022-04-13 Georgia,696.170777093843,694.036109701451,13apr2022,3,13,22797,1.8900001,1,2.03,1,1.26,1,1.4,1,.98000002,1,.63,0,.34999999,0,.41999999,0,,,,,,,,,,,2.4582236,33.32,1.6312563,0,0,0,0,,,,5,2,3,2,,2,6,,2,,,0,,,2,,0,0,,,,,
9271,2022-04-20,USA-13,Georgia,2474,565.42999,5.3000002,130,31.139999,.28999999,40,3,5,13,10617423,8113542,76.400002,GA,2022-04-20,2022,16,2022-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,38.4285714285714,70.5714285714286,.014916994,253.285714285714,0.459662288930582,FALSE,0.476741059424576,0.476741059424576,.476741059424576,245,533,0.361938781459224,.361938781459224,1.02661446190851,NA,FALSE,FALSE,FALSE,FALSE,FALSE,21.29,15.29,28.43,0.18,0.18,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.14,0.14,0.14,0.14,0.14,0.14,565.42999,369.86,369.86,547.29,547.29,547.29,506.14,507.14,492.43,481.86,401.43,401.43,401.43,457.43,788.57,800,723.56,885.43,885.43,885.43,870.86,535.86,535.86,522.29,519.14,519.14,519.14,577.43,618.86,740.43,838.86,841.71,841.71,841.71,832.86,862,852,815.57,885.86,885.86,885.86,928.86,917.71,925.14,992.29,1093.86,1093.86,1093.86,1126.86,1267,1372.43,1353.14,36.2857142857143,37.2857142857143,47.4285714285714,Wednesday,4.62,0.343101818855399,0.0163607309366075,FALSE,FALSE,2022-04-20 Georgia,632.566297227794,587.591737542692,20apr2022,3,13,22797,2.03,1,1.26,1,1.4,1,.98000002,1,.63,0,.34999999,0,.41999999,0,,,,,,,,,,,,,2.5335715,37.100002,1.4916993,0,0,0,0,,,,5,2,3,2,,2,6,,2,,,0,,,2,,0,0,,,,,
9278,2022-04-27,USA-13,Georgia,5629,815.85999,7.6500001,132,18.860001,.18000001,40,3,5,13,10617423,8113542,76.400002,GA,2022-04-27,2022,17,2022-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.571428571429,36.2857142857143,88.2857142857143,.014534619,250.857142857143,0.447712418300654,FALSE,0.458725182863114,0.458725182863114,.458725182863114,274,612,0.341756321526554,.341756321526554,1.17327367075258,NA,FALSE,FALSE,FALSE,FALSE,FALSE,15.29,9.86,31.14,0.2,0.2,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.09,0.09,0.09,0.09,0.09,0.09,815.85999,365.14,365.14,565.43,565.43,565.43,565.43,565.43,369.86,369.86,547.29,547.29,547.29,506.14,507.14,492.43,481.86,401.43,401.43,401.43,457.43,788.57,800,723.56,885.43,885.43,885.43,870.86,535.86,535.86,522.29,519.14,519.14,519.14,577.43,618.86,740.43,838.86,841.71,841.71,841.71,832.86,862,852,815.57,885.86,885.86,885.86,928.86,917.71,925.14,992.29,48.7142857142857,38.4285714285714,40.5714285714286,Wednesday,3.47,0.375393754747671,0.0152248186502271,FALSE,FALSE,2022-04-27 Georgia,541.027113938821,521.637278096259,27apr2022,3,13,22797,1.26,1,1.4,1,.98000002,1,.63,0,.34999999,0,.41999999,0,,,,,,,,,,,,,,,2.3922942,53.549999,1.4534619,0,0,0,0,,,,5,2,3,2,,2,6,,2,,,0,,,2,,0,0,,,,,
9285,2022-05-04,USA-13,Georgia,6405,933.71002,8.7600002,149,21.290001,.2,40,3,5,13,10617423,8113542,76.400002,GA,2022-05-04,2022,18,2022-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.142857142857,48.7142857142857,105.428571428571,.01656932,284.428571428571,0.505357142857143,FALSE,0.481382978723404,0.481382978723404,.481382978723404,283,560,0.458814589136043,.458814589136043,1.45179161782343,NA,FALSE,FALSE,FALSE,FALSE,FALSE,9.86,5.71,18.86,0.14,0.14,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,0.05,0.05,0.05,0.05,933.71002,822.86,822.86,815.86,815.86,815.86,815.86,815.86,365.14,365.14,565.43,565.43,565.43,565.43,565.43,369.86,369.86,547.29,547.29,547.29,506.14,507.14,492.43,481.86,401.43,401.43,401.43,457.43,788.57,800,723.56,885.43,885.43,885.43,870.86,535.86,535.86,522.29,519.14,519.14,519.14,577.43,618.86,740.43,838.86,841.71,841.71,841.71,832.86,862,852,815.57,45.4285714285714,36.2857142857143,37.2857142857143,Wednesday,3.42,0.31484637494966,0.0143289710145177,FALSE,FALSE,2022-05-04 Georgia,524.28554488146,548.622347587932,04may2022,3,13,22797,1.4,1,.98000002,1,.63,0,.34999999,0,.41999999,0,,,,,,,,,,,,,,,,,3.2117021,61.32,1.656932,0,0,0,0,,,,5,2,3,2,,2,6,,2,,,0,,,2,,0,0,,,,,
9292,2022-05-11,USA-13,Georgia,8713,1261.86,11.83,107,15.29,.14,40,3,5,13,10617423,8113542,76.400002,GA,2022-05-11,2022,19,2022-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.571428571429,45.4285714285714,113.142857142857,.017028548,292.571428571429,0.499186991869919,FALSE,0.504557772850456,0.504557772850456,.504557772850456,307,615,0.427868150572615,.427868150572615,1.49350203501762,NA,FALSE,FALSE,FALSE,FALSE,FALSE,5.71,6.29,21.29,0.09,0.09,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,1261.86,932.14,932.14,933.71,933.71,933.71,933.71,933.71,822.86,822.86,815.86,815.86,815.86,815.86,815.86,365.14,365.14,565.43,565.43,565.43,565.43,565.43,369.86,369.86,547.29,547.29,547.29,506.14,507.14,492.43,481.86,401.43,401.43,401.43,457.43,788.57,800,723.56,885.43,885.43,885.43,870.86,535.86,535.86,522.29,519.14,519.14,519.14,577.43,618.86,740.43,838.86,58.4285714285714,48.7142857142857,38.4285714285714,Wednesday,7.72,0.466887573109111,0.0164590712649882,FALSE,FALSE,2022-05-11 Georgia,640.040225262441,712.125583249942,11may2022,3,13,22797,.98000002,1,.63,0,.34999999,0,.41999999,0,,,,,,,,,,,,,,,,,,,2.9950771,82.809998,1.7028548,0,0,0,0,,,,5,2,3,2,,2,6,,2,,,0,,,2,,0,0,,,,,
9299,2022-05-18,USA-13,Georgia,10560,1513.29,14.19,69,9.8599997,.090000004,40,3,5,13,10617423,8113542,76.400002,GA,2022-05-18,2022,20,2022-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.571428571429,58.4285714285714,154.142857142857,.019805161,346.285714285714,0.553695955369595,FALSE,0.523655217109527,0.523655217109527,.523655217109527,397,717,0.550308407497483,.550308407497483,2.00210002532091,NA,FALSE,FALSE,FALSE,FALSE,FALSE,6.29,6.43,15.29,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,1513.29,1249.43,1249.43,1261.86,1261.86,1261.86,1261.86,1261.86,932.14,932.14,933.71,933.71,933.71,933.71,933.71,822.86,822.86,815.86,815.86,815.86,815.86,815.86,365.14,365.14,565.43,565.43,565.43,565.43,565.43,369.86,369.86,547.29,547.29,547.29,506.14,507.14,492.43,481.86,401.43,401.43,401.43,457.43,788.57,800,723.56,885.43,885.43,885.43,870.86,535.86,535.86,522.29,71.5714285714286,45.4285714285714,36.2857142857143,Wednesday,8.74,0.433250139887994,0.0168172210105365,FALSE,FALSE,2022-05-18 Georgia,824.06365948603,908.760784755947,18may2022,3,13,22797,.63,0,.34999999,0,.41999999,0,,,,,,,,,,,,,,,,,,,,,3.8521588,99.329994,1.9805161,0,0,0,0,,,,5,2,3,2,,2,6,,2,,,0,,,2,,0,0,,,,,
9306,2022-05-25,USA-13,Georgia,13645,1963.86,18.42,40,5.71,.050000001,40,3,5,13,10617423,8113542,76.400002,GA,2022-05-25,2022,21,2022-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.428571428571,71.5714285714286,126.857142857143,.023992237,413.857142857143,0.601542416452442,FALSE,0.572982594936709,0.572982594936709,.572982594936709,468,778,0.674094161751195,.674094161751195,1.86889578976529,NA,FALSE,FALSE,FALSE,FALSE,FALSE,6.43,9.86,9.86,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.09,0.09,0.09,0.09,0.09,0.09,1963.86,1523.14,1523.14,1513.29,1513.29,1513.29,1513.29,1513.29,1249.43,1249.43,1261.86,1261.86,1261.86,1261.86,1261.86,932.14,932.14,933.71,933.71,933.71,933.71,933.71,822.86,822.86,815.86,815.86,815.86,815.86,815.86,365.14,365.14,565.43,565.43,565.43,565.43,565.43,369.86,369.86,547.29,547.29,547.29,506.14,507.14,492.43,481.86,401.43,401.43,401.43,457.43,788.57,800,723.56,80.8571428571429,58.4285714285714,48.7142857142857,Wednesday,11.72,0.522052963591744,0.0191642123450441,FALSE,FALSE,2022-05-25 Georgia,1055.64426456211,1160.46108124469,25may2022,3,13,22797,.34999999,0,.41999999,0,,,,,,,,,,,,,,,,,,,,,,,4.7186589,128.94,2.3992236,0,0,1,0,,,,5,2,3,2,,2,6,,2,,,0,,1,3,,0,0,,,,,
9313,2022-06-01,USA-13,Georgia,14414,2075.1399,19.459999,44,6.29,.059999999,40,3,5,13,10617423,8113542,76.400002,GA,2022-06-01,2022,22,2022-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,80.8571428571429,112.142857142857,.02788661,469,0.611311672683514,FALSE,0.605272861356932,0.605272861356932,.605272861356932,508,831,0.761551488126101,.761551488126101,1.81776689126919,NA,FALSE,FALSE,FALSE,TRUE,FALSE,9.86,11.43,5.71,0.06,0.06,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.11,0.11,0.11,0.11,0.11,NA,2075.1399,1719.63,1963.86,1963.86,1963.86,1963.86,1963.86,1963.86,1523.14,1523.14,1513.29,1513.29,1513.29,1513.29,1513.29,1249.43,1249.43,1261.86,1261.86,1261.86,1261.86,1261.86,932.14,932.14,933.71,933.71,933.71,933.71,933.71,822.86,822.86,815.86,815.86,815.86,815.86,815.86,365.14,365.14,565.43,565.43,565.43,565.43,565.43,369.86,369.86,547.29,547.29,547.29,506.14,507.14,492.43,481.86,100.857142857143,71.5714285714286,45.4285714285714,Wednesday,14.28,0.660639188462748,0.0233454429012636,FALSE,FALSE,2022-06-01 Georgia,1328.6243113898,1455.48009568293,01jun2022,3,13,22797,.41999999,0,,,,,,,,,,,,,,,,,,,,,,,,,5.3308606,136.22,2.788661,0,1,1,0,,,,5,2,3,2,,2,6,,2,,,0,,,3,,0,0,,,,,
